Transaction_ID,Date,Market,Category,Amount_USD,Fee_USD,Payment_Type,Fraud_Flag,Merchant,Customer_Tier
TXN-00275,2024-11-28,Nigeria,Groceries,50.9,1.21,Mobile Money,No,Air Peace,Standard
TXN-00276,2024-03-25,South Africa,Health,497.22,9.22,Card,No,Pick n Pay,Premium
TXN-00277,2024-07-24,Kenya,Entertainment,112.61,2.43,Mobile Money,No,Quickmart,Business
TXN-00278,2024-10-19,South Africa,Food & Dining,48.51,0.97,Card,No,Takealot,Standard
TXN-00279,2024-08-20,Nigeria,Health,341.89,8.55,Mobile Money,No,EKEDC,Standard
TXN-00280,2024-10-10,Ghana,Entertainment,27.25,0.57,Mobile Money,No,KFC Ghana,Premium
TXN-00281,2024-08-01,South Africa,Health,347.11,7.83,Card,No,Cape Union Mart,Standard
TXN-00282,2024-12-25,Kenya,Utilities,29.42,0.75,QR Code,No,Safaricom,Standard
TXN-00283,2024-09-17,South Africa,Food & Dining,40.23,0.9,Mobile Money,No,FlySafair,Standard
TXN-00284,2024-07-07,South Africa,Groceries,73.68,1.78,Card,No,Eskom,Standard
TXN-00285,2024-09-24,South Africa,Electronics,743.47,14.07,Card,No,Pick n Pay,Standard
TXN-00286,2024-02-23,Kenya,Groceries,46.83,1.04,Card,No,Java House,Standard
TXN-00287,2024-02-25,South Africa,Entertainment,45.5,0.94,Card,No,Eskom,Standard
TXN-00288,2024-10-19,Ghana,Travel,214.16,5.33,Mobile Money,No,KFC Ghana,Standard
TXN-00289,2024-12-22,South Africa,Electronics,83.03,2.07,Mobile Money,No,DSTV SA,Standard
TXN-00290,2024-12-06,South Africa,Entertainment,46.13,1.1,Card,No,DSTV SA,Standard
TXN-00291,2024-12-11,Nigeria,Groceries,64.23,1.62,Mobile Money,No,Shoprite Nigeria,Standard
TXN-00292,2024-12-03,South Africa,Health,244.38,4.57,Card,No,Eskom,Premium
TXN-00293,2024-08-10,South Africa,Electronics,778.89,20.24,Card,No,Checkers,Standard
TXN-00294,2024-10-08,Kenya,Health,225.79,5.21,Card,Yes,Java House,Standard
TXN-00295,2024-01-22,Nigeria,Entertainment,14.23,0.37,Mobile Money,No,GTBank,Standard
TXN-00296,2024-10-03,Kenya,Electronics,638.82,16.08,Mobile Money,No,Equity Bank,Premium
TXN-00297,2024-02-05,Ghana,Food & Dining,8.43,0.2,Mobile Money,No,MultiChoice Ghana,Standard
TXN-00298,2024-12-13,Ghana,Entertainment,17.24,0.32,Mobile Money,No,Accra Mall,Standard
TXN-00299,2024-02-04,Kenya,Travel,1376.94,35.41,Mobile Money,No,Safaricom,Standard
TXN-00300,2024-11-03,Kenya,Transfers,6294.64,6.8,Card,Yes,Carrefour Kenya,Premium
TXN-00301,2024-10-12,Nigeria,Groceries,99.85,1.94,QR Code,No,Jumia,Standard
TXN-00302,2024-10-08,Kenya,Groceries,36.78,0.68,Card,No,KPLC,Premium
TXN-00303,2024-11-12,Ghana,Health,242.73,6.15,Mobile Money,No,Africa World Airlines,Standard
TXN-00304,2024-12-15,South Africa,Groceries,177.01,3.36,QR Code,No,Takealot,Premium
TXN-00305,2024-06-24,Nigeria,Groceries,47.25,0.93,Mobile Money,No,GTBank,Premium
TXN-00306,2024-01-20,Ghana,Transfers,4419.75,8.65,Mobile Money,No,Palace Mall,Standard
TXN-00307,2024-03-26,Ghana,Utilities,146.15,3.79,Card,No,Maxmart,Premium
TXN-00308,2024-10-12,South Africa,Travel,515.15,10.59,Mobile Money,No,Eskom,Standard
TXN-00309,2024-01-16,Ghana,Entertainment,170.77,3.21,Card,No,Melcom,Business
TXN-00310,2024-10-08,Ghana,Health,375.38,9.73,Mobile Money,No,MultiChoice Ghana,Standard
TXN-00311,2024-11-23,Nigeria,Utilities,73.03,1.65,Mobile Money,No,Netflix Nigeria,Premium
TXN-00312,2024-08-06,Nigeria,Groceries,32.51,0.72,Mobile Money,No,EKEDC,Standard
TXN-00313,2024-11-11,Ghana,Health,253.28,4.6,Mobile Money,No,KFC Ghana,Premium
TXN-00314,2024-11-28,Nigeria,Groceries,147.08,3.34,Mobile Money,No,GTBank,Premium
TXN-00315,2024-10-14,South Africa,Health,150.2,3.87,Card,No,Steers,Premium
TXN-00316,2024-04-19,South Africa,Food & Dining,37.1,0.72,Mobile Money,No,Takealot,Premium
TXN-00317,2024-06-25,South Africa,Groceries,199.89,5.15,Mobile Money,No,Cape Union Mart,Premium
TXN-00318,2024-03-24,Kenya,Food & Dining,39.99,1.03,Card,No,Java House,Standard
TXN-00319,2024-07-09,Kenya,Transfers,3945.75,9.63,Mobile Money,No,KQ Airways,Standard
TXN-00320,2024-12-14,Nigeria,Food & Dining,10.58,0.23,Card,No,EKEDC,Standard
TXN-00321,2024-03-03,South Africa,Groceries,37.25,0.7,Card,No,Pick n Pay,Standard
TXN-00322,2024-10-18,South Africa,Health,394.4,9.92,Card,No,Pick n Pay,Standard
TXN-00323,2024-08-14,Kenya,Groceries,29.28,0.69,Card,No,Safaricom,Standard
TXN-00324,2024-09-10,Nigeria,Groceries,102.06,1.96,Mobile Money,No,Air Peace,Standard
TXN-00325,2024-11-21,Ghana,Electronics,178.12,3.62,Mobile Money,No,Korle Bu Hospital,Standard
TXN-00326,2024-10-16,Nigeria,Transfers,2743.42,3.76,Card,Yes,Netflix Nigeria,Standard
TXN-00327,2024-01-15,Nigeria,Electronics,96.23,2.31,Card,No,Chicken Republic,Standard
TXN-00328,2024-11-14,South Africa,Utilities,85.67,2.1,Card,No,Cape Union Mart,Standard
TXN-00329,2024-08-08,Nigeria,Groceries,305.72,6.73,QR Code,No,Dangote Store,Business
TXN-00330,2024-03-25,Nigeria,Health,100.52,1.96,Mobile Money,No,CMS Hospital,Standard
TXN-00331,2024-03-27,Ghana,Entertainment,45.99,1.16,Mobile Money,No,Palace Mall,Standard
TXN-00332,2024-08-28,Nigeria,Travel,3565.09,81.94,Card,No,CMS Hospital,Premium
TXN-00333,2024-03-19,Ghana,Entertainment,162.8,3.66,Mobile Money,No,Maxmart,Business
TXN-00334,2024-11-14,Nigeria,Transfers,2391.58,3.22,Mobile Money,No,CMS Hospital,Standard
TXN-00335,2024-01-11,Ghana,Groceries,38.08,0.8,Mobile Money,No,Korle Bu Hospital,Standard
TXN-00336,2024-05-16,South Africa,Transfers,4085.76,6.54,Card,No,Steers,Business
TXN-00337,2024-04-14,Ghana,Groceries,110.3,2.34,Mobile Money,No,MultiChoice Ghana,Standard
TXN-00338,2024-11-17,South Africa,Groceries,94.29,2.29,Card,No,Pick n Pay,Premium
TXN-00339,2024-03-27,Kenya,Groceries,13.66,0.29,Mobile Money,No,Nairobi Hospital,Standard
TXN-00340,2024-07-21,South Africa,Transfers,2469.49,4.67,QR Code,No,Checkers,Standard
TXN-00341,2024-05-06,South Africa,Electronics,198.38,3.61,Mobile Money,No,Netcare,Premium
TXN-00342,2024-11-21,Nigeria,Electronics,775.63,19.33,QR Code,No,Netflix Nigeria,Premium
TXN-00343,2024-12-21,Kenya,Entertainment,32.38,0.83,Card,No,Safaricom,Standard
TXN-00344,2024-06-13,South Africa,Travel,811.19,17.98,Card,No,Woolworths,Standard
TXN-00345,2024-07-22,South Africa,Entertainment,31.72,0.64,Card,No,Steers,Standard
TXN-00346,2024-12-21,Nigeria,Electronics,1374.74,31.91,Mobile Money,No,EKEDC,Premium
TXN-00347,2024-12-26,South Africa,Entertainment,19.38,0.37,Mobile Money,No,Eskom,Standard
TXN-00348,2024-04-14,Nigeria,Entertainment,49.76,1.22,Mobile Money,No,Jumia,Standard
TXN-00349,2024-09-16,South Africa,Transfers,4234.83,11.35,Card,Yes,FlySafair,Standard
TXN-00350,2024-07-24,Nigeria,Entertainment,22.6,0.53,Mobile Money,No,Chicken Republic,Premium
TXN-00351,2024-04-28,Nigeria,Entertainment,16.73,0.34,Card,No,Dangote Store,Standard
TXN-00352,2024-08-20,Kenya,Health,349.65,7.36,Mobile Money,No,Quickmart,Standard
TXN-00353,2024-03-07,Nigeria,Health,1381.98,26.46,Card,No,Slot,Business
TXN-00354,2024-07-21,South Africa,Food & Dining,29.86,0.59,Card,No,Pick n Pay,Standard
TXN-00355,2024-07-25,South Africa,Groceries,56.09,1.2,Card,Yes,Checkers,Standard
TXN-00356,2024-03-12,South Africa,Health,396.41,7.19,Mobile Money,No,Netcare,Premium
TXN-00357,2024-09-12,Nigeria,Groceries,42.28,0.78,Mobile Money,No,Netflix Nigeria,Standard
TXN-00358,2024-10-20,Ghana,Food & Dining,20.95,0.54,Mobile Money,No,ECG Ghana,Premium
TXN-00359,2024-12-26,Nigeria,Electronics,254.1,6.07,Card,No,Chicken Republic,Premium
TXN-00360,2024-10-26,Kenya,Health,223.2,4.1,QR Code,No,Naivas,Standard
TXN-00361,2024-01-04,Nigeria,Food & Dining,31.09,0.6,Card,No,Air Peace,Standard
TXN-00362,2024-06-04,Ghana,Electronics,262.23,6.46,Mobile Money,No,KFC Ghana,Premium
TXN-00363,2024-05-26,Kenya,Electronics,247.25,5.49,Mobile Money,No,Safaricom,Standard
TXN-00364,2024-03-18,Nigeria,Electronics,1009.36,18.19,Card,No,Dangote Store,Business
TXN-00365,2024-09-05,South Africa,Entertainment,37.56,0.95,Card,No,Eskom,Standard
TXN-00366,2024-04-02,Kenya,Groceries,40.54,0.99,Mobile Money,No,Carrefour Kenya,Standard
TXN-00367,2024-11-02,Kenya,Groceries,79.05,1.99,QR Code,No,Carrefour Kenya,Premium
TXN-00368,2024-06-11,Kenya,Food & Dining,66.19,1.4,QR Code,No,Quickmart,Business
TXN-00369,2024-02-23,South Africa,Health,101.56,2.57,Card,No,Cape Union Mart,Premium
TXN-00370,2024-03-13,South Africa,Utilities,160.19,3.82,Card,No,Cape Union Mart,Premium
TXN-00371,2024-02-14,Nigeria,Groceries,14.52,0.36,Card,No,Dangote Store,Premium
TXN-00372,2024-04-22,South Africa,Travel,2827.89,60.69,Card,No,DSTV SA,Premium
TXN-00373,2024-03-27,Ghana,Health,264.49,5.09,Card,No,ECG Ghana,Standard
TXN-00374,2024-02-16,Nigeria,Food & Dining,32.88,0.74,Mobile Money,No,Slot,Standard
TXN-00375,2024-07-26,Ghana,Groceries,43.4,1.12,Card,No,Palace Mall,Standard
TXN-00376,2024-06-18,Ghana,Entertainment,86.96,2.01,QR Code,No,Vodafone Ghana,Premium
TXN-00377,2024-12-12,South Africa,Entertainment,34.89,0.84,Card,No,Steers,Premium
TXN-00378,2024-10-04,Kenya,Transfers,1807.94,4.1,Card,No,Java House,Standard
TXN-00379,2024-10-02,South Africa,Travel,3372.2,71.74,Card,Yes,FlySafair,Premium
TXN-00380,2024-12-13,Kenya,Entertainment,20.21,0.49,Mobile Money,No,Equity Bank,Standard
TXN-00381,2024-02-15,Nigeria,Utilities,96.75,1.74,Card,No,CMS Hospital,Standard
TXN-00382,2024-11-16,South Africa,Entertainment,124.92,2.42,Card,No,Takealot,Business
TXN-00383,2024-08-11,Nigeria,Food & Dining,193.39,4.66,Mobile Money,No,Air Peace,Business
TXN-00384,2024-07-05,Kenya,Utilities,191.5,4.74,Mobile Money,No,DStv Kenya,Business
TXN-00385,2024-09-07,Kenya,Transfers,8296.64,10.5,Card,No,Quickmart,Premium
TXN-00386,2024-07-23,Ghana,Transfers,5093.35,11.03,QR Code,No,Maxmart,Premium
TXN-00387,2024-05-28,Nigeria,Groceries,50.66,0.93,Mobile Money,No,GTBank,Standard
TXN-00388,2024-12-22,Nigeria,Entertainment,31.85,0.77,Mobile Money,No,Slot,Premium
TXN-00389,2024-09-22,South Africa,Health,417.28,8.3,Card,No,Eskom,Premium
TXN-00390,2024-09-02,South Africa,Food & Dining,205.22,4.21,Card,No,Eskom,Business
TXN-00391,2024-03-28,South Africa,Health,658.93,15.58,Card,No,Checkers,Premium
TXN-00392,2024-10-07,South Africa,Health,87.42,2.05,Mobile Money,No,Checkers,Standard
TXN-00393,2024-02-02,Nigeria,Utilities,62.56,1.25,Mobile Money,No,GTBank,Standard
TXN-00394,2024-01-11,Ghana,Entertainment,77.06,1.57,Card,No,KFC Ghana,Premium
TXN-00395,2024-10-11,Ghana,Health,318.78,6.14,Mobile Money,No,MultiChoice Ghana,Standard
TXN-00396,2024-04-07,Ghana,Food & Dining,57.27,1.31,Mobile Money,No,Melcom,Standard
TXN-00397,2024-02-12,Nigeria,Health,458.58,11.77,Card,No,Slot,Premium
TXN-00398,2024-06-18,South Africa,Groceries,94.3,2.09,Card,No,Eskom,Standard
TXN-00399,2024-12-07,Nigeria,Groceries,116.82,2.83,Card,No,EKEDC,Standard
TXN-00400,2024-09-25,Kenya,Transfers,1909.8,5.08,QR Code,No,KQ Airways,Premium
TXN-00401,2024-09-03,South Africa,Groceries,45.15,0.84,Mobile Money,No,Checkers,Standard
TXN-00402,2024-02-27,Nigeria,Electronics,522.66,11.22,Mobile Money,No,Jumia,Standard
TXN-00403,2024-01-24,Ghana,Entertainment,36.54,0.68,QR Code,No,Korle Bu Hospital,Standard
TXN-00404,2024-08-10,South Africa,Food & Dining,41.34,0.9,Card,No,DSTV SA,Standard
TXN-00405,2024-11-28,Ghana,Health,277.37,7.02,Card,No,MultiChoice Ghana,Standard
TXN-00406,2024-12-01,Ghana,Utilities,10.45,0.24,Mobile Money,No,Korle Bu Hospital,Standard
TXN-00407,2024-04-24,South Africa,Food & Dining,40.53,0.9,Mobile Money,No,Eskom,Standard
TXN-00408,2024-03-06,Ghana,Utilities,77.59,2.01,Mobile Money,No,KFC Ghana,Standard
TXN-00409,2024-05-03,Nigeria,Electronics,763.65,15.93,Card,No,Air Peace,Standard
TXN-00410,2024-09-07,Nigeria,Travel,1458.86,33.08,Card,No,Chicken Republic,Premium
TXN-00411,2024-12-06,Kenya,Electronics,604.86,13.0,Card,No,Java House,Standard
TXN-00412,2024-11-15,Nigeria,Entertainment,9.9,0.23,Mobile Money,No,GTBank,Standard
TXN-00413,2024-12-07,Nigeria,Health,48.65,0.88,Card,No,Dangote Store,Standard
TXN-00414,2024-08-25,Ghana,Health,226.52,5.89,Mobile Money,No,MultiChoice Ghana,Standard
TXN-00415,2024-06-25,Ghana,Entertainment,27.55,0.52,Mobile Money,Yes,Africa World Airlines,Standard
TXN-00416,2024-11-26,South Africa,Transfers,1327.81,1.75,Card,No,Pick n Pay,Premium
TXN-00417,2024-10-16,South Africa,Groceries,59.28,1.19,Mobile Money,No,Checkers,Premium
TXN-00418,2024-12-12,Nigeria,Health,103.87,2.41,Mobile Money,No,Air Peace,Business
TXN-00419,2024-11-09,Ghana,Utilities,44.07,1.0,QR Code,No,Korle Bu Hospital,Standard
TXN-00420,2024-06-08,Nigeria,Food & Dining,56.43,1.23,Card,No,GTBank,Premium
TXN-00421,2024-07-08,Kenya,Transfers,975.18,1.68,Card,Yes,KPLC,Standard
TXN-00422,2024-06-11,South Africa,Travel,589.9,11.38,Card,Yes,Woolworths,Standard
TXN-00423,2024-02-19,Kenya,Utilities,61.5,1.13,Mobile Money,No,KQ Airways,Standard
TXN-00424,2024-08-19,Ghana,Health,596.7,15.26,Mobile Money,No,Vodafone Ghana,Premium
TXN-00425,2024-11-06,Kenya,Food & Dining,37.05,0.89,Mobile Money,No,Quickmart,Standard
TXN-00426,2024-10-11,South Africa,Utilities,44.04,0.84,Mobile Money,No,Checkers,Standard
TXN-00427,2024-09-27,Kenya,Groceries,76.85,1.41,Card,No,Carrefour Kenya,Standard
TXN-00428,2024-02-22,Kenya,Utilities,163.0,3.94,Mobile Money,No,Java House,Premium
TXN-00429,2024-11-23,Ghana,Electronics,1152.74,24.27,Mobile Money,No,Accra Mall,Premium
TXN-00430,2024-02-05,Nigeria,Entertainment,26.12,0.6,Card,No,Shoprite Nigeria,Business
TXN-00431,2024-10-26,Kenya,Utilities,43.75,0.86,Card,No,Carrefour Kenya,Standard
TXN-00432,2024-03-21,Ghana,Electronics,473.5,10.84,QR Code,No,Africa World Airlines,Standard
TXN-00433,2024-06-26,Ghana,Groceries,62.18,1.61,Mobile Money,No,Palace Mall,Standard
TXN-00434,2024-10-28,South Africa,Groceries,95.71,2.45,Mobile Money,No,Steers,Standard
TXN-00435,2024-11-20,Ghana,Transfers,4824.62,4.88,Mobile Money,Yes,Accra Mall,Standard
TXN-00436,2024-06-03,Nigeria,Food & Dining,80.31,2.04,Mobile Money,No,Air Peace,Premium
TXN-00437,2024-10-20,Kenya,Entertainment,27.25,0.49,QR Code,No,DStv Kenya,Standard
TXN-00438,2024-05-02,South Africa,Travel,2814.53,65.84,Card,No,Pick n Pay,Premium
TXN-00439,2024-02-09,South Africa,Food & Dining,37.23,0.82,Card,No,FlySafair,Standard
TXN-00440,2024-08-24,South Africa,Health,386.05,7.8,Card,No,DSTV SA,Standard
TXN-00441,2024-08-09,Kenya,Travel,1297.67,26.89,Mobile Money,No,Safaricom,Standard
TXN-00442,2024-11-27,South Africa,Electronics,332.81,7.28,Mobile Money,No,Cape Union Mart,Standard
TXN-00443,2024-09-19,South Africa,Travel,1006.07,24.46,Mobile Money,No,Steers,Standard
TXN-00444,2024-06-12,Nigeria,Groceries,62.64,1.17,Card,No,Slot,Premium
TXN-00445,2024-08-06,Nigeria,Food & Dining,65.64,1.68,Card,No,Netflix Nigeria,Business
TXN-00446,2024-10-08,South Africa,Health,97.05,1.94,Card,No,FlySafair,Standard
TXN-00447,2024-02-03,Ghana,Transfers,6895.88,14.36,Mobile Money,No,Accra Mall,Premium
TXN-00448,2024-05-19,South Africa,Travel,8031.86,162.58,Mobile Money,No,Woolworths,Business
TXN-00449,2024-07-14,Nigeria,Utilities,45.43,1.07,Mobile Money,No,Jumia,Standard
TXN-00450,2024-07-23,Kenya,Transfers,548.7,0.95,QR Code,No,Safaricom,Standard
TXN-00451,2024-04-16,South Africa,Food & Dining,28.32,0.6,Card,No,DSTV SA,Standard
TXN-00452,2024-04-06,Ghana,Health,591.79,14.06,Card,No,Palace Mall,Premium
TXN-00453,2024-03-26,South Africa,Groceries,48.03,1.06,QR Code,No,Checkers,Premium
TXN-00454,2024-08-11,South Africa,Food & Dining,36.23,0.77,Card,No,Eskom,Standard
TXN-00455,2024-07-21,Kenya,Entertainment,21.21,0.48,Card,No,KQ Airways,Standard
TXN-00456,2024-02-28,Ghana,Utilities,68.49,1.53,QR Code,No,MultiChoice Ghana,Standard
TXN-00457,2024-09-16,South Africa,Travel,1565.07,33.98,QR Code,No,Steers,Standard
TXN-00458,2024-06-20,Ghana,Entertainment,12.29,0.24,Mobile Money,No,Korle Bu Hospital,Standard
TXN-00459,2024-08-13,Nigeria,Travel,1710.66,38.82,QR Code,No,GTBank,Premium
TXN-00460,2024-11-05,South Africa,Transfers,12299.61,14.27,Mobile Money,Yes,FlySafair,Business
TXN-00461,2024-12-16,Ghana,Groceries,93.68,1.75,Mobile Money,No,Palace Mall,Standard
TXN-00462,2024-05-08,South Africa,Travel,1354.72,26.23,Mobile Money,No,Steers,Standard
TXN-00463,2024-11-15,South Africa,Utilities,50.04,1.29,Card,No,Takealot,Standard
TXN-00464,2024-07-24,Ghana,Utilities,67.56,1.38,Mobile Money,No,KFC Ghana,Standard
TXN-00465,2024-07-12,Nigeria,Groceries,66.61,1.6,Mobile Money,No,Jumia,Standard
TXN-00466,2024-01-16,South Africa,Travel,1121.65,22.82,Mobile Money,Yes,Steers,Standard
TXN-00467,2024-03-18,Nigeria,Electronics,956.78,23.56,Mobile Money,No,EKEDC,Premium
TXN-00468,2024-07-26,South Africa,Entertainment,30.99,0.74,Card,No,FlySafair,Premium
TXN-00469,2024-03-10,Kenya,Travel,1775.14,38.94,Mobile Money,Yes,DStv Kenya,Standard
TXN-00470,2024-01-04,Nigeria,Groceries,8.92,0.17,Mobile Money,No,CMS Hospital,Standard
TXN-00471,2024-05-26,Nigeria,Food & Dining,10.69,0.2,Card,No,Air Peace,Premium
TXN-00472,2024-10-03,Ghana,Electronics,793.96,16.71,Mobile Money,No,Africa World Airlines,Business
TXN-00473,2024-06-15,Nigeria,Health,299.42,5.61,Card,No,CMS Hospital,Standard
TXN-00474,2024-09-10,South Africa,Groceries,163.92,3.67,Mobile Money,No,Eskom,Premium
TXN-00475,2024-03-02,South Africa,Electronics,524.68,10.81,Mobile Money,No,FlySafair,Standard
TXN-00476,2024-06-08,Kenya,Groceries,108.96,2.48,Mobile Money,No,Quickmart,Premium
TXN-00477,2024-07-22,Ghana,Health,893.93,16.52,Card,No,KFC Ghana,Business
TXN-00478,2024-02-08,Nigeria,Utilities,72.31,1.82,Card,No,CMS Hospital,Premium
TXN-00479,2024-05-05,Nigeria,Groceries,126.04,2.82,Mobile Money,No,Jumia,Premium
TXN-00480,2024-05-24,Nigeria,Health,347.01,6.69,Card,No,Air Peace,Standard
TXN-00481,2024-08-15,Kenya,Utilities,26.7,0.48,QR Code,No,KPLC,Standard
TXN-00482,2024-05-03,Ghana,Utilities,57.17,1.26,Mobile Money,No,MultiChoice Ghana,Standard
TXN-00483,2024-06-11,Kenya,Utilities,85.17,1.62,QR Code,No,Nairobi Hospital,Standard
TXN-00484,2024-03-02,Ghana,Entertainment,50.88,1.2,Mobile Money,No,Accra Mall,Premium
TXN-00485,2024-10-01,South Africa,Electronics,717.33,13.37,Card,No,Checkers,Standard
TXN-00486,2024-10-14,South Africa,Entertainment,32.76,0.73,Card,No,FlySafair,Standard
TXN-00487,2024-12-17,Kenya,Entertainment,13.53,0.3,Mobile Money,No,Quickmart,Standard
TXN-00488,2024-08-18,Nigeria,Groceries,85.02,1.84,Card,No,GTBank,Premium
TXN-00489,2024-11-18,Nigeria,Food & Dining,59.91,1.29,Mobile Money,No,Chicken Republic,Standard
TXN-00490,2024-11-14,South Africa,Food & Dining,68.65,1.54,Mobile Money,No,Eskom,Premium
TXN-00491,2024-06-15,Nigeria,Food & Dining,106.29,2.42,Card,No,Air Peace,Premium
TXN-00492,2024-01-08,Kenya,Food & Dining,102.31,2.51,QR Code,No,Equity Bank,Premium
TXN-00493,2024-12-05,Kenya,Travel,721.27,18.12,Mobile Money,No,Safaricom,Standard
TXN-00494,2024-02-13,Ghana,Electronics,293.52,6.42,Mobile Money,No,Accra Mall,Standard
TXN-00495,2024-11-04,Ghana,Food & Dining,65.42,1.22,Mobile Money,No,MultiChoice Ghana,Premium
TXN-00496,2024-11-14,Nigeria,Health,186.44,4.33,Card,Yes,CMS Hospital,Premium
TXN-00497,2024-01-17,Kenya,Utilities,55.22,1.09,Mobile Money,No,KQ Airways,Standard
TXN-00498,2024-12-25,Ghana,Travel,781.27,16.53,Mobile Money,No,Accra Mall,Standard
TXN-00499,2024-10-18,Nigeria,Groceries,94.67,1.8,Mobile Money,No,Netflix Nigeria,Standard
TXN-00500,2024-06-19,Kenya,Utilities,55.63,1.03,Card,No,Equity Bank,Premium
TXN-00501,2024-02-22,Nigeria,Food & Dining,23.95,0.56,Card,No,Chicken Republic,Standard
TXN-00502,2024-09-26,Nigeria,Groceries,99.64,1.95,Mobile Money,No,Slot,Standard
TXN-00503,2024-02-02,Nigeria,Utilities,84.92,1.72,Mobile Money,No,Air Peace,Standard
TXN-00504,2024-07-01,Nigeria,Entertainment,29.59,0.71,Card,No,GTBank,Standard
TXN-00505,2024-09-22,Kenya,Utilities,22.17,0.43,Mobile Money,No,Equity Bank,Premium
TXN-00506,2024-04-15,Ghana,Groceries,38.39,0.95,Card,No,Melcom,Standard
TXN-00507,2024-05-21,Nigeria,Health,289.68,7.31,Mobile Money,No,Slot,Standard
TXN-00508,2024-03-17,South Africa,Utilities,21.56,0.55,Card,No,Pick n Pay,Premium
TXN-00509,2024-01-22,Nigeria,Utilities,98.04,2.16,Card,No,CMS Hospital,Standard
TXN-00510,2024-12-27,South Africa,Health,354.54,7.35,Card,No,DSTV SA,Business
TXN-00511,2024-07-22,Ghana,Utilities,31.63,0.61,QR Code,No,MultiChoice Ghana,Standard
TXN-00512,2024-07-05,Kenya,Groceries,97.61,2.43,Mobile Money,No,DStv Kenya,Standard
TXN-00513,2024-12-14,South Africa,Health,374.55,9.49,Card,No,FlySafair,Standard
TXN-00514,2024-03-27,South Africa,Entertainment,80.11,1.71,Card,No,Eskom,Premium
TXN-00515,2024-03-07,Kenya,Electronics,910.35,18.33,Mobile Money,No,KPLC,Premium
TXN-00516,2024-04-01,Nigeria,Transfers,2536.51,5.6,Card,Yes,CMS Hospital,Standard
TXN-00517,2024-07-05,Kenya,Electronics,776.61,19.73,QR Code,No,KPLC,Standard
TXN-00518,2024-10-03,Kenya,Health,254.48,5.98,QR Code,No,KQ Airways,Standard
TXN-00519,2024-06-02,Ghana,Entertainment,40.02,1.02,Mobile Money,No,Melcom,Premium
TXN-00520,2024-07-15,Nigeria,Health,199.55,4.45,QR Code,No,CMS Hospital,Premium
TXN-00521,2024-07-21,South Africa,Electronics,713.3,17.25,Card,No,Eskom,Standard
TXN-00522,2024-09-02,Ghana,Health,265.52,4.97,Mobile Money,No,Accra Mall,Standard
TXN-00523,2024-12-23,Ghana,Food & Dining,6.37,0.14,QR Code,No,Vodafone Ghana,Standard
TXN-00524,2024-02-11,Ghana,Health,525.68,9.98,Mobile Money,No,MultiChoice Ghana,Premium
TXN-00525,2024-02-23,Nigeria,Entertainment,47.74,1.0,Mobile Money,No,Chicken Republic,Standard
TXN-00526,2024-08-22,South Africa,Groceries,94.15,1.73,Card,No,Cape Union Mart,Standard
TXN-00527,2024-05-06,Kenya,Groceries,77.73,1.56,Mobile Money,No,DStv Kenya,Standard
TXN-00528,2024-11-20,South Africa,Electronics,406.78,8.66,Mobile Money,No,Netcare,Standard
TXN-00529,2024-11-09,Ghana,Utilities,23.07,0.44,Card,No,Melcom,Premium
TXN-00530,2024-09-27,Ghana,Food & Dining,10.99,0.29,Mobile Money,No,Accra Mall,Standard
TXN-00531,2024-08-18,Kenya,Travel,2334.18,43.75,Mobile Money,No,KQ Airways,Standard
TXN-00532,2024-11-25,Nigeria,Utilities,22.11,0.52,Mobile Money,No,Jumia,Standard
TXN-00533,2024-04-07,Ghana,Groceries,140.31,3.63,Mobile Money,No,Korle Bu Hospital,Premium
TXN-00534,2024-06-28,Nigeria,Utilities,140.0,2.67,Card,No,Netflix Nigeria,Business
TXN-00535,2024-07-06,South Africa,Electronics,195.17,3.7,Card,No,Netcare,Standard
TXN-00536,2024-11-14,Nigeria,Food & Dining,40.06,0.72,Mobile Money,No,Slot,Standard
TXN-00537,2024-05-17,Ghana,Entertainment,20.0,0.42,Mobile Money,No,ECG Ghana,Standard
TXN-00538,2024-03-27,Nigeria,Transfers,13977.29,32.03,Mobile Money,No,Jumia,Business
TXN-00539,2024-12-15,South Africa,Food & Dining,91.43,1.86,Card,No,Checkers,Premium
TXN-00540,2024-01-19,Ghana,Entertainment,69.96,1.8,Mobile Money,No,Palace Mall,Business
TXN-00541,2024-09-27,Kenya,Utilities,20.52,0.5,Mobile Money,No,Naivas,Standard
TXN-00542,2024-04-03,Nigeria,Electronics,763.05,15.05,Mobile Money,No,Shoprite Nigeria,Standard
TXN-00543,2024-10-03,Nigeria,Groceries,64.01,1.25,QR Code,No,Jumia,Standard
TXN-00544,2024-05-11,Kenya,Health,677.24,15.86,Mobile Money,No,Nairobi Hospital,Premium
TXN-00545,2024-06-28,Ghana,Groceries,294.82,6.71,Mobile Money,No,Melcom,Business
TXN-00546,2024-02-25,Ghana,Food & Dining,22.17,0.56,Mobile Money,No,Korle Bu Hospital,Standard
TXN-00547,2024-08-25,Nigeria,Groceries,38.65,0.7,Card,No,EKEDC,Standard
TXN-00548,2024-08-18,Nigeria,Groceries,69.79,1.39,Mobile Money,No,Chicken Republic,Premium
TXN-00549,2024-08-02,Kenya,Travel,583.96,10.76,Mobile Money,No,Equity Bank,Premium
TXN-00550,2024-12-21,South Africa,Transfers,2863.53,7.55,Card,No,Checkers,Premium
